Common Name,Link,Scientific Name,Classification,Order,Family,Temperament,Level,Diet,PH,GH,Temp,Size,Continent,X,Y,Z,Nearest Neighbors 1,Nearest Neighbors 2,Nearest Neighbors 3,Nearest Neighbors 4,Nearest Neighbors 5
Silver Flying Fox,/species-spotlight/silver-flying-fox/,Crossocheilusreticulatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Herbivore,6.75,6.5,20.0,17.0,AS,-3.924282,-1.2821181,-2.1916702,True Flying Fox,Blue Spotted Hill Trout,Scissortail Rasbora,False Siamese Algae Eater,Borneo Red Fin Silver Shark
Silvertip Tetra,/species-spotlight/silvertip-tetra/,Hasemanianana,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,12.5,24.75,5.0,SA,6.379077,2.1747994,1.0705334,Head and Taillight Tetra,Glass Bloodfin Tetra,Redfin Penguin Tetra,Mountain Crystal Tetra,Black Line Tetra
Simons Rasbora,/species-spotlight/simons-rasbora/,Rasborasimonbirchi,Actinopterygii,Cypriniformes,Danionidae,Peaceful,Middle - Top,Omnivore,6.75,7.0,24.45,10.0,AS,4.0966415,-10.084801,1.9366679,Red Tail Hemiodus Tetra,Pictus Catfish,Red Belted Goby,Kuhli Loach,Golden Zebra Loach
Six Banded Distichodus,/species-spotlight/six-banded-distichodus/,Distichodussexfasciatus,Actinopterygii,Characiformes,Distichodontidae,Aggressive,Middle,Omnivore,6.75,15.0,24.15,75.0,AF,-0.07259991,-6.9064345,0.15311864,Mbu Pufferfish,Giant Gourami,Tiger Shovelnose Catfish,Black Sharkminnow,Giant Red Tail Gourami
Six Stripes Tetra,/species-spotlight/six-stripes-tetra/,HyphessbryconHexastichos,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,6.5,25.85,6.0,SA,10.676602,-0.80912995,-0.676229,Red Line Lizard Tetra,Pretty Tetra,Flameback Bleeding Heart Tetra,Lemon Tetra,Gold Shoulder Rosy Tetra
Skunk Corydoras,/species-spotlight/skunk-corydoras/,Corydorasgranti,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.25,7.0,23.9,5.5,SA,-12.433799,2.547246,-2.1462665,Palespotted Corydoras,Delphax Corydoras,Sands Corydoras,Twosaddle Corydoras,Nijssens Corydoras
Skunk Loach,/species-spotlight/skunk-loach/,Yasuhikotakiamorleti,Actinopterygii,Cypriniformes,Botiidae,Semi-Aggressive,Bottom,Omnivore,7.0,8.5,28.05,10.0,AS,5.319823,-2.3741717,0.40135378,Zebra Loach,Polka Dot Loach,Leopard Frog Plecostomus,Zebra Pleco,Flash Plecostomus
Slant Bar Corydoras,/species-spotlight/slant-bar-corydoras/,Corydorasloxozonus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,22.5,5.0,SA,-13.341651,-2.4729414,1.0563312,False Bandit Corydoras,Vulcan Corydoras,Araguaia Corydoras,False Network Corydoras,Agassizs Corydoras
Smudge Spot Corydoras,/species-spotlight/smudge-spot-corydoras/,Corydorassimilis,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.5,12.5,24.15,4.0,SA,-13.515118,-1.3449451,1.8377063,Salt and Pepper Corydoras,Axelrods Corydoras,Darter Corydoras,Tail Spot Pygmy Corydoras,Vulcan Corydoras
Snakehead Betta,/species-spotlight/snakehead-betta/,Bettachannoides,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,5.25,12.5,26.4,5.0,AS,7.3592563,-8.894618,-1.9419856,Sparkling Gourami,Siamese Fighting Fish,Congo Ctenopoma,Spike Tailed Paradise Fish,Paradise Fish
Snakeskin Barb,/species-spotlight/snakeskin-barb/,DesmopuntiusRhomboocellatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.5,7.5,23.9,5.5,AS,-6.774647,4.5492883,-0.40852314,Blue Line Rasbora,Fire Bar Danio,Harlequin Rasbora,Black Line Rasbora,African Banded Barb
Snakeskin Gourami,/species-spotlight/snakeskin-gourami/,Trichopoduspectoralis,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Bottom - Middle,Herbivore,7.0,16.0,26.1,20.0,AS,4.343488,-7.319605,-1.8350483,Moonlight Gourami,Three Spot Gourami,Opaline Gourami,Tailspot Ctenopoma,Leopard Bush Fish
Snowball Plecostomus L102,/species-spotlight/snowball-plecostomus-l102/,HypancistrusInspector,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.75,8.0,26.1,16.0,SA,3.5851886,-3.2003455,0.41305497,Butterfly Plecostomus L168,Green Phantom Plecostomus,Clown Loach,Yoyo Loach,Blue Botia
Snyders Barb,/species-spotlight/snyders-barb/,Puntiussnyderi,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,11.0,20.0,7.5,AS,-4.3493447,2.6607373,2.0657022,Bengal Danio,Pearl Danio,Assam Danio,Yoma Danio,Orange Finned Danio
Spanner Barb,/species-spotlight/spanner-barb/,BarbodesLateristriga,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.25,8.0,25.85,18.0,AS,-3.1698143,-1.7699102,-0.99301076,Borneo Red Fin Silver Shark,Clown Barb,Convict Cichlid,False Siamese Algae Eater,Electric Blue Jack Dempsey
Sparkling Gourami,/species-spotlight/sparkling-gourami/,Trichopsisvittata,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Bottom - Middle,Omnivore,6.75,12.0,26.65,4.0,AS,7.539807,-9.009183,-1.8843676,Snakehead Betta,Siamese Fighting Fish,Congo Ctenopoma,Spike Tailed Paradise Fish,Daisys Blue Ricefish
Spike Tailed Paradise Fish,/species-spotlight/spike-tailed-paradise-fish/,Pseudosphromenusdayi,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,6.75,10.0,25.85,7.5,AS,7.3059416,-8.072078,-1.5553926,Thick Lipped Gourami,Siamese Fighting Fish,Dwarf Gourami,Honey Gourami,Snakehead Betta
Spined Loach,/species-spotlight/spined-loach/,Cobitistaenia,Actinopterygii,Cypriniformes,Cobitidae,Peaceful,Bottom,Omnivore,7.5,12.5,15.85,13.5,EU,4.950941,-7.442096,2.7046485,Red Shiner,Eurasian Minnow,Rainbow Shiner,Golden Mascara Tetra,Kansu Loach
Splash Tetra,/species-spotlight/splash-tetra/,Copellaarnoldi,Actinopterygii,Characiformes,Lebiasinidae,Peaceful,Middle - Top,Omnivore,5.75,7.5,23.9,7.0,SA,12.216507,1.0304286,-2.5863628,Rainbow Copella Tetra,Hockeystick Pencilfish,Purple Pencilfish,Dwarf Pencilfish,Barred Pencilfish
Splendid Killifish,/species-spotlight/splendid-killifish/,Aphyosemionsplendopleure,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Peaceful,Middle,Omnivore,6.75,10.0,23.9,6.0,AF,8.186141,-4.0840983,-0.9293737,Christys Killifish,Gabon Killifish,Red Chinned Panchax,Mamou Killifish,Steel Blue Lyretail Killifish
Splendid Loach,/species-spotlight/splendid-loach/,Yasuhikotakiasplendida,Actinopterygii,Cypriniformes,Cobitidae,Peaceful,Bottom,Omnivore,7.25,13.0,27.5,10.0,AS,5.0189486,-8.695411,2.1154335,Golden Wonder Panchax,Kuhli Loach,Schistura Spilota,Golden Mascara Tetra,Sumo Loach
Spotfin Betta,/species-spotlight/spotfin-betta/,Bettamacrostoma,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,5.5,6.0,23.05,10.0,AS,7.4028983,-7.206614,-0.90628266,Dwarf Gourami,Honey Gourami,Emerald Betta,Thick Lipped Gourami,Spike Tailed Paradise Fish
Spotfin Hatchetfish,/species-spotlight/spotfin-hatchetfish/,Thoracocharaxstellatus,Actinopterygii,Characiformes,Gasteropelecidae,Peaceful,Top,Omnivore,6.25,9.0,23.9,7.0,SA,6.8400874,-4.9548635,2.3452637,Common Hatchetfish,Marbled Hatchetfish,Domino Tetra,Upside Down Catfish,Chinese Hillstream Loach
Spotted Blue Eye Rainbowfish,/species-spotlight/spotted-blue-eye-rainbowfish/,Pseudomugilgertrudae,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.0,8.5,26.0,2.5,OC,4.0192404,7.8512416,-2.0224679,Vogelkop Blue Eye Rainbowfish,Honey Blue Eye Rainbowfish,Threadfin Rainbowfish,Transparent Blue Eye Rainbowfish,Ivantsoffs Blue Eye Rainbowfish
Spotted Corydoras CW27,/species-spotlight/spotted-corydoras-cw27/,CW027,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,12.5,23.05,6.0,SA,-12.797233,-1.5448341,0.50093305,Hikari Corydoras,Imitator Corydoras,Axelrods Corydoras,Araguaia Corydoras,Leopard Corydoras
Spotted Hoplo Catfish,/species-spotlight/spotted-hoplo-catfish/,Megalechisthoracata,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,10.5,22.5,15.0,SA,-5.934487,-2.2185361,-0.7965981,Flagtail Catfish,Swamp Barb,Rosy Barb,Denison Barb,Rainbow Shark
Spotted Leporinus,/species-spotlight/spotted-leporinus/,Leporinusnijsseni,Actinopterygii,Characiformes,Anostomidae,Peaceful,Middle - Top,Omnivore,6.25,8.0,23.9,18.0,SA,2.3337152,-2.5266278,-0.7058425,Strawberry Leporinus,Blue Botia,Royal Whiptail Catfish,Gold Nugget Plecostomus,Marble Sturisoma Whiptail Catfish
Staeck Endler,/species-spotlight/staeck-endler/,Poeciliawingei,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,6.75,10.0,26.65,4.0,SA,6.230194,5.981829,-0.71408963,Blue Star Endlers,Normans Lampeye Killifish,Merry Widow Livebearer,Melanzona Guppy,Picta Swamp Guppy
Steel Blue Lyretail Killifish,/species-spotlight/steel-blue-lyretail-killifish/,Fundulopanchaxgardneri,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Semi-Aggressive,Bottom - Middle,Omnivore,6.75,8.5,23.6,6.0,AF,8.269741,-4.161245,-0.38231647,Mamou Killifish,Red Chinned Panchax,Bluefin Notho,Splendid Killifish,Lyretail Killifish
Steel Blue Tetra,/species-spotlight/steel-blue-tetra/,Hyphessobryconweitzmanorum,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,6.5,25.85,3.0,SA,11.836711,0.25315475,0.5881346,Eilyos Tetra,Green Neon Tetra,Rosy Tetra,Exclamation Mark Tetra,Gold Shoulder Rosy Tetra
Sterbas Corydoras,/species-spotlight/sterbas-corydoras/,Corydorassterbai,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,8.0,23.05,6.5,SA,-12.04272,1.6976125,-1.6456965,False Armatus Corydoras,Flagtail Corydoras,Sands Corydoras,Gold Laser Corydoras,Duplicate Corydoras
Strawberry Leporinus,/species-spotlight/strawberry-leporinus/,Leporinusgranti,Actinopterygii,Characiformes,Anostomidae,Peaceful,Bottom - Middle,Omnivore,6.25,8.0,23.9,20.0,SA,2.278408,-2.6707284,-0.67353314,Spotted Leporinus,Blue Botia,Royal Whiptail Catfish,Gold Nugget Plecostomus,Green Tiger Loach
Strawberry Rasbora,/species-spotlight/strawberry-rasbora/,Borarasnaevus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.5,7.5,23.9,2.0,AS,-8.087485,6.6785774,0.21351266,Phoenix Rasbora,Adonis Tetra,Siamese Dwarf Rasbora,Jellybean Tetra,Neon Green Rasbora
Striped Barb,/species-spotlight/striped-barb/,Desmopuntiusjohorensis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.0,7.0,23.9,12.0,AS,-4.648224,0.3407994,-1.621605,Rohani Barb,Porthole Rasbora,Clown Rasbora,Blue Spotted Hill Trout,Scissortail Rasbora
Striped Leporinus,/species-spotlight/striped-leporinus/,Leporinusstriatus,Actinopterygii,Characiformes,Anostomidae,Peaceful,Bottom - Middle,Omnivore,7.0,8.0,24.75,10.0,SA,5.612205,-1.0075608,-1.1126182,Red Banded Leporinus,Bleeding Heart Tetra,Bucktooth Tetra,Skunk Loach,Zebra Loach
Striped Raphael Catfish,/species-spotlight/striped-raphael-catfish/,Platydorasarmatulus,Actinopterygii,Siluriformes,Doradidae,Peaceful,Bottom,Omnivore,6.75,11.0,26.4,25.0,SA,2.7664235,-8.985124,1.5836848,Sucking Loach,Pink Kissing Gourami,Red Tail Hemiodus Tetra,Siamese Tigerfish,Horseface Loach
Striped Red Eye Pufferfish,/species-spotlight/striped-red-eye-pufferfish/,Carinotetraodonsalivator,Actinopterygii,Tetraodontiformes,Tetraodontidae,Semi-Aggressive,All Levels,Carnivore,6.5,8.5,25.85,5.0,AS,7.463515,-9.112407,-0.18550758,Platinum Medaka Ricefish,Peacock Gudgeon,Dwarf Ctenopoma,Daisys Blue Ricefish,Dwarf Pufferfish
Sucking Loach,/species-spotlight/sucking-loach/,Gyrinocheilusaymonieri,Actinopterygii,Cypriniformes,Gyrinocheilidae,Aggressive,Bottom,Omnivore,7.25,14.5,26.5,28.0,AS,2.605972,-8.851917,1.4940567,Striped Raphael Catfish,Pink Kissing Gourami,Siamese Tigerfish,Horseface Loach,Weather Loach
Sulawesi Fan Shrimp,/species-spotlight/sulawesi-fan-shrimp/,Caridinalongidigita,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.75,6.0,26.5,2.5,AS,-6.3173366,9.69212,-0.8823249,Sulawesi Harlequin Shrimp,Tigris Sulawesi Shrimp,Blue Leg Poso Sulawesi Shrimp,Sulawesi Red Line Shrimp,Green Babaulti Shrimp
Sulawesi Harlequin Shrimp,/species-spotlight/sulawesi-harlequin-shrimp/,Caridinaspongicola,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.75,6.0,27.5,2.0,AS,-6.4176846,9.727436,-1.3251384,Sulawesi Red Line Shrimp,Blue Leg Poso Sulawesi Shrimp,Tigris Sulawesi Shrimp,Sulawesi Fan Shrimp,Yellow Nose Sulawesi Shrimp
Sulawesi Red Line Shrimp,/species-spotlight/sulawesi-red-line-shrimp/,Caridinastriata,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.75,6.0,28.0,2.5,AS,-6.3623643,9.804787,-1.442773,Sulawesi Red Line Shrimp,Sulawesi Harlequin Shrimp,Yellow Nose Sulawesi Shrimp,Tigris Sulawesi Shrimp,Sulawesi Fan Shrimp
Sulawesi White Orchid Shrimp,/species-spotlight/sulawesi-white-orchid-shrimp/,CaridinaposoKlotz,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,8.0,8.5,28.9,2.0,AS,-5.7419076,9.723214,-1.8046451,Yellow Nose Sulawesi Shrimp,Tigris Sulawesi Shrimp,Blue Leg Poso Sulawesi Shrimp,Sulawesi Red Line Shrimp,Sulawesi Harlequin Shrimp
Sumo Loach,/species-spotlight/sumo-loach/,Schisturabalteata,Actinopterygii,Cypriniformes,Nemacheilidae,Semi-Aggressive,Bottom,Omnivore,6.75,8.0,24.15,8.0,AS,5.04292,-9.027378,2.7577076,Schistura Spilota,Hovering Zebra Loach,Kuhli Loach,Golden Zebra Loach,Splendid Loach
Super Crystal Red Shrimp,/species-spotlight/super-crystal-red-shrimp/,CaridinaCantonensis,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,6.75,5.0,20.55,3.0,AS,-5.995429,9.35918,1.9508752,Crystal Black Shrimp,Super Crystal Red Shrimp,Shadow Panda Shrimp,Gold Nebula Shrimp,Green Jade Shrimp
Super Parallelus Corydoras,/species-spotlight/super-parallelus-corydoras/,CorydorasSp(SuperParallelus),Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.75,10.0,23.35,7.5,SA,-11.974351,0.15638332,-1.4424562,Green Laser Corydoras,Fulleri Corydoras,Albino Corydoras,Desana Corydoras,Flagtail Corydoras
Swamp Barb,/species-spotlight/swamp-barb/,PuntiusChola,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.25,11.5,22.5,15.0,AS,-4.902342,-2.3108573,-0.88746357,Rosy Barb,Rainbow Shark,Siamese Algae Eater,False Siamese Algae Eater,Marliers Julie
Swamp Blue Eye Rainbowfish,/species-spotlight/swamp-blue-eye-rainbowfish/,Pseudomugilpaludicola,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.0,12.5,28.05,3.5,OC,4.1514573,6.8415217,-1.283686,Ivantsoffs Blue Eye Rainbowfish,Transparent Blue Eye Rainbowfish,Popondetta Blue Eye Rainbowfish,Sahul Rainbowfish,Forktail Blue Eye Rainbowfish
Swordtail,/species-spotlight/swordtail/,Xiphophorushelleri,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.75,21.0,23.05,10.0,NAM,3.2013743,2.7493293,-0.16648947,Mollies,Platies,Buenos Aires Tetra,El Tigre Endler,Black Bar Endler
Tail Spot Pygmy Corydoras,/species-spotlight/tail-spot-pygmy-corydoras/,Corydorashastatus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Middle,Omnivore,7.0,12.5,23.9,3.5,SA,-13.531356,-1.2230612,2.7664156,Darter Corydoras,Salt and Pepper Corydoras,Guapore Corydoras,Smudge Spot Corydoras,Pygmy Corydoras
Tailspot Ctenopoma,/species-spotlight/tailspot-ctenopoma/,Ctenopomakingsleyae,Actinopterygii,Anabantiformes,Anabantidae,Semi-Aggressive,Middle,Carnivore,7.0,10.0,23.35,20.0,AF,4.7409444,-7.120253,-1.0332085,Leopard Bush Fish,Moonlight Gourami,Snakeskin Gourami,Green Spotted Pufferfish,Mottled Ctenopoma
Tangerine Tiger Shrimp,/species-spotlight/tangerine-tiger-shrimp/,CaridinaSerrata,Malacostraca,Decapoda,Atyidae,Peaceful,Bottom - Middle,Omnivore,6.75,4.5,21.65,3.0,AS,-5.395022,8.2273655,2.3667576,Wild Type Tiger Shrimp,Bloody Mary Shrimp,Crystal Black Shrimp,Super Crystal Red Shrimp,Crystal Red Shrimp
Thick Lipped Gourami,/species-spotlight/thick-lipped-gourami/,Trichogasterlabiosa,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,All Levels,Omnivore,6.75,9.5,25.0,10.0,AS,6.87421,-7.5659285,-1.4494183,Spike Tailed Paradise Fish,Spotfin Betta,Dwarf Gourami,Mottled Ctenopoma,Honey Gourami
Threadfin Rainbowfish,/species-spotlight/threadfin-rainbowfish/,Iriatherinawerneri,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Top,Omnivore,6.5,6.5,25.85,3.0,OC,3.992918,8.179861,-2.222845,Spotted Blue Eye Rainbowfish,Honey Blue Eye Rainbowfish,Vogelkop Blue Eye Rainbowfish,Transparent Blue Eye Rainbowfish,Ivantsoffs Blue Eye Rainbowfish
Three Lined Pencilfish,/species-spotlight/three-lined-pencilfish/,Nannostomustrifasciatus,Actinopterygii,Characiformes,Lebiasinidae,Peaceful,Middle - Top,Omnivore,6.25,5.0,25.85,4.0,SA,13.249838,0.5642931,-1.6035566,Coral Red Pencilfish,Cenepa Red Pencilfish,Purple Pencilfish,Dwarf Pencilfish,Barred Pencilfish
Three Spot Gourami,/species-spotlight/three-spot-gourami/,Trichopodustrichopterus,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,7.0,19.0,26.95,15.0,AS,4.6104383,-7.7869854,-2.3626602,Opaline Gourami,Moonlight Gourami,Snakeskin Gourami,Pearl Gourami,Samurai Gourami
Tiger Barb,/species-spotlight/tiger-barb/,Puntigrustetrazona,Actinopterygii,Cypriniformes,Cyprinidae,Semi-Aggressive,Middle,Omnivore,7.0,6.5,23.05,7.5,AS,-5.6771317,3.3138518,-1.45591,Narayan Barb,Odessa Barb,Panda Garra,Gold Barb,Chinese Barb
Tiger Otocinclus,/species-spotlight/tiger-otocinclus/,Otocincluscocama,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Herbivore,7.0,7.0,23.6,5.0,SA,8.379223,-2.6481726,2.1990743,Common Otocinclus,Dwarf Chain Loach,Diamond Tetra,Chinese Hillstream Loach,Hillstream Loach
Tiger Shovelnose Catfish,/species-spotlight/tiger-shovelnose-catfish/,Pseudoplatystomafasciatum,Actinopterygii,Siluriformes,Pimelodidae,Semi-Aggressive,Bottom,Omnivore,7.0,12.5,25.0,90.0,SA,-0.09489989,-7.1362686,0.21895823,Mbu Pufferfish,Six Banded Distichodus,Giant Gourami,Black Sharkminnow,Giant Red Tail Gourami
Tigris Sulawesi Shrimp,/species-spotlight/tigris-sulawesi-shrimp/,Caridinatigri,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,8.0,7.0,27.5,2.5,AS,-6.039548,9.604621,-1.3460016,Yellow Nose Sulawesi Shrimp,Sulawesi Red Line Shrimp,Blue Leg Poso Sulawesi Shrimp,Sulawesi Harlequin Shrimp,Sulawesi Fan Shrimp
Tinfoil Barb,/species-spotlight/tinfoil-barb/,BarbonymusSchwanenfeldii,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,10.0,25.3,35.0,AS,-0.7728178,-3.7671485,-0.60072345,Bala Shark,Discus,Black Banded Leporinus,Pink Tail Chalceus,Electric Blue Jack Dempsey
Titanic Plecostomus,/species-spotlight/titanic-plecostomus/,Pseudacanthicussp,Actinopterygii,Siluriformes,Loricariidae,Semi-Aggressive,Bottom,Omnivore,6.75,8.0,25.5,30.0,SA,1.4023752,-4.2620926,-0.2698233,Pink Tail Chalceus,Green Tiger Loach,Galaxy Plecostomus L029,Black Banded Leporinus,Gold Nugget Plecostomus
Toba Betta,/species-spotlight/toba-betta/,BettaRubra,Actinopterygii,Anabantiformes,Osphronemidae,Semi-Aggressive,Middle - Top,Omnivore,5.5,3.5,23.65,4.0,AS,8.888782,-7.376207,-0.8731333,Chocolate Gourami,Licorice Gourami,Red Skirt Betta,Golden Malili Goby,Bumblebee Goby
Toucan Tetra,/species-spotlight/toucan-tetra/,Tucanoichthystucano,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,5.5,12.0,21.65,2.0,SA,7.980796,3.3433778,-0.3741775,Red Phantom Tetra,Golden Pencilfish,Blackfin Pearl Killifish,Cochus Blue Tetra,Red Base Tetra
Transparent Blue Eye Rainbowfish,/species-spotlight/transparent-blue-eye-rainbowfish/,pseudomugilpellucidus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.25,10.0,25.85,3.5,AS,3.9684043,7.366622,-1.712185,Ivantsoffs Blue Eye Rainbowfish,Popondetta Blue Eye Rainbowfish,Vogelkop Blue Eye Rainbowfish,Spotted Blue Eye Rainbowfish,Honey Blue Eye Rainbowfish
Transvestite Dwarf Cichlid,/species-spotlight/transvestite-dwarf-cichlid/,Nanochromistransvestitus,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Middle,Omnivore,5.5,11.5,25.3,7.0,AF,-7.8053923,1.3563616,0.9103069,Redbreasted Acara,Bolivian Ram Cichlid,Congo Tetra,African Red Eyed Tetra,Redfin Congo Tetra
True Flying Fox,/species-spotlight/true-flying-fox/,Epalzeorhynchoskalopterus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom,Omnivore,6.75,8.0,23.05,15.0,AS,-4.34452,-1.4303657,-1.5711342,False Siamese Algae Eater,Silver Flying Fox,Scissortail Rasbora,Blue Spotted Hill Trout,Red Garra
Twosaddle Corydoras,/species-spotlight/twosaddle-corydoras/,CorydorasWeitzmani,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,6.0,23.65,5.5,SA,-11.942217,2.8765569,-2.3588786,Nijssens Corydoras,Skunk Corydoras,Palespotted Corydoras,Sands Corydoras,Delphax Corydoras
Twostripe Corydoras,/species-spotlight/twostripe-corydoras/,Corydorasbifasciatus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,24.15,6.0,SA,-12.0220785,-2.0467255,1.2309853,Reticulated Corydoras,Leopard Corydoras,Blacktop Corydoras,Pulcher Corydoras,Schwartzs Corydoras
Upside Down Catfish,/species-spotlight/upside-down-catfish/,Synodontisnigriventris,Actinopterygii,Siluriformes,Mochokidae,Peaceful,Bottom,Omnivore,6.75,12.5,25.85,10.0,AF,5.8183618,-5.077085,2.0337772,Spotfin Hatchetfish,Common Hatchetfish,Marbled Hatchetfish,Domino Tetra,Hillstream Loach
Venezuelan Orange Corydoras,/species-spotlight/venezuelan-orange-corydoras/,Corydorasvenezuelanus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.25,10.0,22.5,5.5,SA,-13.022497,0.64244014,-0.36797988,Bandit Corydoras,Peppered Corydoras,Panda Corydoras,Flag Tailed Panda Corydoras,Adolfos Catfish
Vietnamese Cardinal Minnow,/species-spotlight/vietnamese-cardinal-minnow/,Tanichthysmicagemmae,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,11.5,21.1,3.0,AS,-5.339574,4.6454844,2.9011793,Gold Ring Danio,White Cloud Mountain Minnow,Golden Dwarf Barb,Lipstick Barb,Hikari Danio
Vogelkop Blue Eye Rainbowfish,/species-spotlight/vogelkop-blue-eye-rainbowfish/,Pseudomugilreticulatus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.0,8.5,25.0,3.5,AS,3.839441,7.743259,-2.0553637,Honey Blue Eye Rainbowfish,Spotted Blue Eye Rainbowfish,Threadfin Rainbowfish,Transparent Blue Eye Rainbowfish,Ivantsoffs Blue Eye Rainbowfish
Volcano Rasbora,/species-spotlight/volcano-rasbora/,Rasboravulcanus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,7.0,8.5,24.45,4.0,AS,-5.8509097,5.577521,0.50982165,Black Ruby Barb,Indian Hifin Barb,Dwarf Spotted Danio,Harlequin Rasbora,Rose Danio
Vulcan Corydoras,/species-spotlight/vulcan-corydoras/,Corydorassp,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,24.2,5.0,SA,-12.895801,-2.0996504,1.6398509,False Bandit Corydoras,False Network Corydoras,Agassizs Corydoras,Leopard Corydoras,Slant Bar Corydoras
Weather Loach,/species-spotlight/weather-loach/,Misgurnusanguillicaudatus,Actinopterygii,Cypriniformes,Cobitidae,Peaceful,Bottom,Omnivore,7.0,6.5,17.5,30.0,AS,2.7535725,-7.4985533,1.6095568,Horseface Loach,Pink Kissing Gourami,Siamese Tigerfish,Sucking Loach,Striped Raphael Catfish
White Cloud Mountain Minnow,/species-spotlight/white-cloud-mountain-minnow/,TanichthysAlbonubes,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,12.0,18.9,4.0,AS,-4.694349,4.0319624,2.947365,Vietnamese Cardinal Minnow,Gold Ring Danio,Pearl Danio,Golden Dwarf Barb,Orange Finned Danio
Wild Type Tiger Shrimp,/species-spotlight/wild-type-tiger-shrimp/,Caridinamariae,Malacostraca,Decapoda,Atyidae,Peaceful,Bottom - Middle,Omnivore,6.75,7.0,21.1,4.0,AS,-5.1739235,7.723223,2.4492571,Tangerine Tiger Shrimp,Bloody Mary Shrimp,Amano Shrimp,Orange Rili Shrimp,Crystal Red Shrimp
